bookingID,Accuracy_avg,Bearing_avg,acceleration_x_avg,acceleration_y_avg,acceleration_z_avg,gyro_x_avg,gyro_y_avg,gyro_z_avg,Speed_avg,time,label
0,10.165338645418327,176.52609918515876,-0.7112635517500298,-9.613822152795061,-1.6196580256123934,0.0033275062528760678,-0.006117787395876247,-0.004187740441857737,8.994821934259507,1589.0,0
1,3.7187626321974228,124.19858989424206,-0.5254063416347824,9.532086148061099,-2.1989990400493555,-0.0024671490085546397,-0.007540068308061102,0.0004052609445957682,7.881587817673317,1034.0,1
2,3.9306256410256393,173.7948717948718,0.3067864131261539,9.843182995897434,0.13934679782871795,0.0064578633365128145,-0.012860984932410264,0.002597461484933333,3.157212963846155,825.0,1
4,10.0,151.8070134467137,-0.36511748207552547,-9.406438531125918,-2.613639003049302,-0.022884050537905893,0.023232090637973688,-0.00037620923614635623,6.1509963491934965,1094.0,1
6,4.586721461187211,197.81278538812785,0.490616427179361,9.538043043470317,2.3550589937578077,0.0038774824803652947,0.00043581458863013674,0.0029295563908675825,4.628921496575335,1094.0,0
7,3.6810337197049954,101.5626975763962,1.3276786090621704,9.386285563751317,2.1397144362486835,-0.003932190290410955,0.003423606401896733,-0.005800431371654379,12.17638603667018,959.0,0
8,7.008253229974157,172.80361757105942,-1.1970081605994831,9.473208998191213,1.7077596103279837,0.0047156754242868235,-0.0006940186309198953,-0.001138613209147287,5.3512661498707965,462.0,0
10,3.8150000000000053,120.60533333333333,0.9548492881799994,9.229290253866662,-1.5764185382426654,-0.0014181315287626665,0.0023114422180213314,-0.0013826904271733325,8.702026666666667,374.0,0
11,4.222359999999996,140.8,0.5642401219200001,9.738132858222217,0.6151370849671114,0.005530163032177786,-0.004114720796000003,0.003008850272266667,6.65902364382222,299.0,0
13,11.15752198697065,212.99837133550488,0.9932633445956022,8.69573703469053,4.421685482565148,-0.002205929924364809,0.009890369991978827,0.005380453345684035,15.521918005627048,1379.0,1
14,20.283333333333335,202.94035833676656,-0.2781858062744144,-9.736582722981773,1.2051543121337882,0.005947496071076011,-0.0027549282949211897,-0.004238155890332649,4.725448149219155,599.0,0
16,4.429039938556093,108.6605222734255,1.323372005050691,9.760117724731167,0.05690734134838706,0.007289738061843314,-0.004980554425207369,-0.0032103427069124424,6.094208909370198,659.0,0
17,4.265749174917513,146.87623762376236,2.8600319647871264,9.325441298019808,-1.5165608448422456,0.000615269656204623,0.009453757971336635,0.0019922713158415854,12.930346366706278,614.0,0
